dma_code,baseline_month,current_avg_mnf,baseline_avg_mnf,mnf_delta_pct,mnf_delta_abs,mnf_color,current_avg_daily_total,baseline_avg_daily_total,inflow_delta_pct,inflow_delta_abs,inflow_color,n_valid_days_current,n_valid_days_baseline,current_window_start,current_window_end,generated_at
DM-04-03-11-01,2025-09,122.622,129.386,-5.23,-6.76,green,4124.12,4347.38,-5.14,-223.26,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-03-12-01,2025-09,81.591,73.705,10.7,7.89,yellow,3105.32,3323.77,-6.57,-218.45,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-01-01,2025-09,,,,,gray,3262.38,3046.1,7.1,216.28,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-02-01,2025-09,60.979,49.66,22.79,11.32,red,2094.99,1889.1,10.9,205.89,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-03-01,2025-09,89.422,64.648,38.32,24.77,red,3195.74,2656.66,20.29,539.08,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-04-01,2025-09,,,,,gray,5908.18,6099.73,-3.14,-191.55,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-05-01,2025-09,,,,,gray,2988.69,2504.71,19.32,483.98,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-06-01,2025-09,432.29,110.339,291.78,321.95,red,10333.63,4031.57,156.32,6302.06,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-07-01,2025-09,0.0,39.691,-100.0,-39.69,green,0.0,1684.85,-100.0,-1684.85,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-08-01,2025-09,135.529,123.758,9.51,11.77,yellow,4821.93,4770.33,1.08,51.6,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-09-01,2025-09,65.77,62.971,4.44,2.8,green,2817.35,2823.57,-0.22,-6.22,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-10-01,2025-09,102.86,42.613,141.38,60.25,red,3953.43,1784.4,121.56,2169.03,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-11-01,2025-09,79.486,78.187,1.66,1.3,green,2072.89,2581.0,-19.69,-508.11,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-12-01,2025-09,,,,,gray,2733.16,1346.94,102.92,1386.22,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-13-01,2025-09,90.444,172.461,-47.56,-82.02,green,3113.29,3420.85,-8.99,-307.56,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-05-14-01,2025-09,99.774,118.68,-15.93,-18.91,green,3974.69,4580.84,-13.23,-606.15,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-01-01,2025-09,0.0,19.424,-100.0,-19.42,green,7.54,874.01,-99.14,-866.47,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-02-01,2025-09,113.28,112.586,0.62,0.69,green,4841.21,4967.15,-2.54,-125.94,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-03-01,2025-09,48.461,41.482,16.82,6.98,yellow,2545.77,2200.68,15.68,345.09,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-04-01,2025-09,68.216,49.874,36.78,18.34,red,2852.06,2451.2,16.35,400.86,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-05-01,2025-09,34.101,48.841,-30.18,-14.74,green,1853.43,2144.48,-13.57,-291.05,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-06-01,2025-09,104.791,103.999,0.76,0.79,green,4017.67,4195.91,-4.25,-178.24,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-07-01,2025-09,0.0,65.275,-100.0,-65.28,green,0.0,3002.41,-100.0,-3002.41,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-08-01,2025-09,55.184,0.0,,,gray,2548.01,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-09-01,2025-09,111.167,124.454,-10.68,-13.29,green,3053.2,3223.12,-5.27,-169.92,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-10-01,2025-09,46.745,42.783,9.26,3.96,yellow,1785.34,1570.72,13.66,214.62,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-11-01,2025-09,162.297,0.0,,,gray,3066.24,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-12-01,2025-09,131.021,117.124,11.87,13.9,yellow,5203.52,5046.78,3.11,156.74,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-13-01,2025-09,104.392,0.0,,,gray,4115.63,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-06-14-01,2025-09,26.585,50.058,-46.89,-23.47,green,1376.2,2003.13,-31.3,-626.93,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-01-01,2025-09,,,,,gray,1482.38,1951.67,-24.05,-469.29,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-01-02,2025-09,37.178,48.742,-23.72,-11.56,green,1527.52,1988.07,-23.17,-460.55,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-02-01,2025-09,125.772,139.939,-10.12,-14.17,green,4757.99,5391.9,-11.76,-633.91,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-03-01,2025-09,79.087,64.551,22.52,14.54,red,3669.64,3219.06,14.0,450.58,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-04-01,2025-09,90.497,103.689,-12.72,-13.19,green,3865.98,4211.91,-8.21,-345.93,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-04-02,2025-09,96.546,97.589,-1.07,-1.04,green,4145.91,4235.21,-2.11,-89.3,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-05-01,2025-09,37.874,36.439,3.94,1.44,green,1757.03,1912.16,-8.11,-155.13,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-06-01,2025-09,130.459,136.195,-4.21,-5.74,green,5254.57,5408.77,-2.85,-154.2,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-06-02,2025-09,137.512,125.954,9.18,11.56,yellow,4573.87,4250.45,7.61,323.42,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-06-03,2025-09,34.266,36.568,-6.3,-2.3,green,1834.54,1864.43,-1.6,-29.89,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-07-01,2025-09,127.269,202.117,-37.03,-74.85,green,4565.82,4351.96,4.91,213.86,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-08-01,2025-09,39.307,53.856,-27.01,-14.55,green,1801.95,2282.89,-21.07,-480.94,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-09-01,2025-09,14.51,24.187,-40.01,-9.68,green,271.03,545.91,-50.35,-274.88,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-08-10-01,2025-09,0.0,62.226,-100.0,-62.23,green,4.65,2366.33,-99.8,-2361.68,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-01-01,2025-09,125.061,149.706,-16.46,-24.64,green,5234.61,6013.85,-12.96,-779.24,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-01-02,2025-09,1.689,0.844,100.12,0.85,red,103.57,72.98,41.92,30.59,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-02-01,2025-09,60.412,59.786,1.05,0.63,green,2337.33,2227.27,4.94,110.06,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-03-01,2025-09,40.58,0.0,,,gray,2058.17,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-04-01,2025-09,48.71,87.233,-44.16,-38.52,green,2332.11,2311.65,0.89,20.46,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-05-01,2025-09,33.081,26.535,24.67,6.55,red,1653.67,1463.43,13.0,190.24,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-06-01,2025-09,57.611,39.702,45.11,17.91,red,2447.8,1232.14,98.66,1215.66,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-07-01,2025-09,0.065,0.07,-7.14,-0.01,green,1.73,1.79,-3.35,-0.06,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-07-02,2025-09,93.726,114.135,-17.88,-20.41,green,3911.58,4637.23,-15.65,-725.65,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-08-01,2025-09,49.816,67.365,-26.05,-17.55,green,2027.49,3161.59,-35.87,-1134.1,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-09-01,2025-09,52.657,50.885,3.48,1.77,green,2741.77,2646.45,3.6,95.32,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-10-01,2025-09,,,,,gray,966.47,1745.17,-44.62,-778.7,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-11-01,2025-09,65.779,70.84,-7.14,-5.06,green,2440.91,3168.05,-22.95,-727.14,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-12-01,2025-09,,,,,gray,4870.54,4871.51,-0.02,-0.97,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-13-01,2025-09,0.0,16.204,-100.0,-16.2,green,0.0,884.79,-100.0,-884.79,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-14-01,2025-09,52.371,139.682,-62.51,-87.31,green,1801.68,3318.78,-45.71,-1517.1,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-04-09-15-01,2025-09,1.181,116.974,-98.99,-115.79,green,173.91,2920.62,-94.05,-2746.71,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-01-01,2025-09,97.989,5.954,1545.77,92.04,red,1667.56,32.34,5056.34,1635.22,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-01-03,2025-09,36.348,155.651,-76.65,-119.3,green,2948.68,6080.77,-51.51,-3132.09,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-02-01,2025-09,97.903,111.568,-12.25,-13.66,green,4130.06,4476.23,-7.73,-346.17,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-03-03,2025-09,131.788,110.726,19.02,21.06,yellow,5048.79,4144.27,21.83,904.52,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-04-01,2025-09,56.726,42.629,33.07,14.1,red,2302.35,2001.88,15.01,300.47,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-04-02,2025-09,37.079,28.364,30.73,8.71,red,1694.39,1389.79,21.92,304.6,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-05-01,2025-09,63.93,62.242,2.71,1.69,green,2709.81,2677.25,1.22,32.56,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-05-02,2025-09,0.25,0.226,10.62,0.02,yellow,6.18,5.6,10.36,0.58,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-06-01,2025-09,56.521,39.546,42.92,16.98,red,2135.38,1781.33,19.88,354.05,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-07-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-08-01,2025-09,120.903,477.946,-74.7,-357.04,green,4611.93,10243.83,-54.98,-5631.9,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-01-09-02,2025-09,722.081,219.255,229.33,502.83,red,17526.05,9457.57,85.31,8068.48,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-01-01,2025-09,369.79,129.109,186.42,240.68,red,10165.61,3096.41,228.3,7069.2,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-01-02,2025-09,,,,,gray,0.0,2980.47,-100.0,-2980.47,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-02-01,2025-09,99.833,99.128,0.71,0.7,green,4139.04,4106.72,0.79,32.32,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-02-02,2025-09,,,,,gray,2368.94,2362.59,0.27,6.35,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-02-03,2025-09,6.354,5.32,19.44,1.03,yellow,228.0,187.48,21.61,40.52,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-03-01,2025-09,87.796,73.085,20.13,14.71,red,3421.44,3125.11,9.48,296.33,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-03-03,2025-09,111.724,89.32,25.08,22.4,red,3895.66,3454.76,12.76,440.9,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-04-02,2025-09,222.169,184.843,20.19,37.33,red,8032.97,7237.02,11.0,795.95,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-05-01,2025-09,148.809,0.0,,,gray,6004.84,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-06-01,2025-09,0.01,0.01,0.0,0.0,green,5.27,3.67,43.6,1.6,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-06-02,2025-09,108.046,101.798,6.14,6.25,yellow,4442.6,4158.26,6.84,284.34,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-07-01,2025-09,107.394,113.846,-5.67,-6.45,green,4105.45,4310.24,-4.75,-204.79,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-02-08-01,2025-09,70.076,54.495,28.59,15.58,red,2765.94,2371.69,16.62,394.25,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-01-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-01-02,2025-09,,,,,gray,2735.2,2468.42,10.81,266.78,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-02-01,2025-09,22.119,20.828,6.2,1.29,yellow,964.93,898.53,7.39,66.4,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-02-02,2025-09,55.804,50.325,10.89,5.48,yellow,2391.61,2248.55,6.36,143.06,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-02-03,2025-09,2.373,0.02,11765.0,2.35,red,426.34,330.68,28.93,95.66,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-03-01,2025-09,45.742,48.43,-5.55,-2.69,green,1912.28,2047.69,-6.61,-135.41,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-03-02,2025-09,,,,,gray,1700.01,2482.38,-31.52,-782.37,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-03-03,2025-09,,,,,gray,2450.64,2585.08,-5.2,-134.44,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-04-01,2025-09,0.115,0.229,-49.78,-0.11,green,3.26,5.5,-40.73,-2.24,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-04-02,2025-09,63.972,66.275,-3.47,-2.3,green,2819.75,2916.97,-3.33,-97.22,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-04-03,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-05-01,2025-09,,,,,gray,946.7,1097.03,-13.7,-150.33,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-05-02,2025-09,34.379,30.15,14.03,4.23,yellow,1530.49,1408.06,8.69,122.43,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-06-01,2025-09,52.697,46.031,14.48,6.67,yellow,2091.04,1881.52,11.14,209.52,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-03-06-02,2025-09,68.084,69.504,-2.04,-1.42,green,3049.57,3098.82,-1.59,-49.25,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-01-01,2025-09,25.583,31.262,-18.17,-5.68,green,1228.05,1393.56,-11.88,-165.51,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-02-01,2025-09,62.432,63.309,-1.39,-0.88,green,2798.58,2843.63,-1.58,-45.05,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-02-02,2025-09,70.011,69.3,1.03,0.71,green,3003.98,2977.94,0.87,26.04,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-03-01,2025-09,,,,,gray,3781.48,3094.86,22.19,686.62,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-03-02,2025-09,56.29,41.678,35.06,14.61,red,2319.89,1910.79,21.41,409.1,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-04-01,2025-09,61.737,77.167,-20.0,-15.43,green,2689.94,3253.83,-17.33,-563.89,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-05-01,2025-09,97.516,90.86,7.33,6.66,yellow,3817.5,3417.18,11.71,400.32,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-06-01,2025-09,416.124,43.411,858.57,372.71,red,10493.95,2056.88,410.19,8437.07,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-06-02,2025-09,62.597,54.645,14.55,7.95,yellow,2626.3,2404.41,9.23,221.89,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-06-03,2025-09,39.362,28.643,37.42,10.72,red,1549.32,1240.32,24.91,309.0,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-06-04,2025-09,,,,,gray,1311.68,1263.56,3.81,48.12,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-07-01,2025-09,,,,,gray,4703.32,4772.95,-1.46,-69.63,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-07-02,2025-09,67.702,60.673,11.59,7.03,yellow,2816.75,2634.59,6.91,182.16,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-08-01,2025-09,99.912,102.368,-2.4,-2.46,green,2870.57,2525.16,13.68,345.41,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-08-02,2025-09,23.591,0.0,,,gray,1632.39,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-09-01,2025-09,34.9,32.944,5.94,1.96,yellow,1457.4,1343.24,8.5,114.16,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-10-01,2025-09,59.655,65.121,-8.39,-5.47,green,2604.56,2819.94,-7.64,-215.38,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-10-02,2025-09,,,,,gray,1609.02,1347.34,19.42,261.68,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-10-03,2025-09,30.286,33.006,-8.24,-2.72,green,1362.67,1500.41,-9.18,-137.74,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-10-04,2025-09,,,,,gray,2474.8,2505.3,-1.22,-30.5,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-04-11-01,2025-09,37.716,31.919,18.16,5.8,yellow,1322.6,1147.72,15.24,174.88,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-01-01,2025-09,233.294,194.39,20.01,38.9,red,9745.39,8691.21,12.13,1054.18,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-02-02,2025-09,53.755,85.231,-36.93,-31.48,green,2566.77,3019.52,-14.99,-452.75,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-02-03,2025-09,116.266,115.87,0.34,0.4,green,5559.75,5489.68,1.28,70.07,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-03-01,2025-09,,,,,gray,1644.31,1482.77,10.89,161.54,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-04-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-04-02,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-05-01,2025-09,47.647,0.0,,,gray,2176.04,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-06-01,2025-09,32.72,31.569,3.65,1.15,green,1609.18,1566.21,2.74,42.97,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-07-01,2025-09,65.827,71.273,-7.64,-5.45,green,2920.81,3198.17,-8.67,-277.36,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-07-02,2025-09,52.532,63.461,-17.22,-10.93,green,2697.83,3123.08,-13.62,-425.25,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-08-01,2025-09,157.032,167.267,-6.12,-10.23,green,4079.24,3876.18,5.24,203.06,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-08-02,2025-09,85.864,87.192,-1.52,-1.33,green,3863.35,3790.23,1.93,73.12,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-09-01,2025-09,62.727,56.606,10.81,6.12,yellow,2569.94,2202.31,16.69,367.63,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-09-02,2025-09,,,,,gray,1678.36,2269.07,-26.03,-590.71,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-09-03,2025-09,38.093,45.922,-17.05,-7.83,green,1546.79,2029.09,-23.77,-482.3,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-09-04,2025-09,56.754,40.134,41.41,16.62,red,2159.07,1808.81,19.36,350.26,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-10-01,2025-09,53.557,38.511,39.07,15.05,red,2172.96,1696.29,28.1,476.67,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-11-01,2025-09,30.784,43.171,-28.69,-12.39,green,1882.99,1490.46,26.34,392.53,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-12-01,2025-09,55.426,65.034,-14.77,-9.61,green,2474.31,2768.0,-10.61,-293.69,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-12-02,2025-09,32.574,28.88,12.79,3.69,yellow,1436.05,1317.13,9.03,118.92,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-12-03,2025-09,72.737,72.775,-0.05,-0.04,green,3206.51,3312.31,-3.19,-105.8,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-13-01,2025-09,42.987,43.93,-2.15,-0.94,green,2066.4,2088.45,-1.06,-22.05,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-14-01,2025-09,32.956,44.675,-26.23,-11.72,green,1727.4,932.97,85.15,794.43,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-05-05-14-02,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-06-01-01-01,2025-09,60.444,53.11,13.81,7.33,yellow,2336.09,2150.32,8.64,185.77,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-06-01-02-01,2025-09,63.634,66.95,-4.95,-3.32,green,1963.67,2031.12,-3.32,-67.45,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-06-01-02-02,2025-09,36.215,8.829,310.18,27.39,red,1314.25,224.15,486.33,1090.1,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-06-01-03-01,2025-09,,,,,gray,1442.38,1235.06,16.79,207.32,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-06-01-03-02,2025-09,23.714,61.839,-61.65,-38.12,green,959.9,2440.13,-60.66,-1480.23,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-06-01-03-03,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-06-01-03-04,2025-09,34.187,3.192,971.02,30.99,red,1423.63,77.82,1729.39,1345.81,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-06-01-03-05,2025-09,54.656,56.691,-3.59,-2.04,green,2056.53,2304.12,-10.75,-247.59,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-06-01-04-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-06-01-04-02,2025-09,26.468,1.349,1862.05,25.12,red,997.17,28.82,3359.99,968.35,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
