dma_code,baseline_month,current_avg_mnf,baseline_avg_mnf,mnf_delta_pct,mnf_delta_abs,mnf_color,current_avg_daily_total,baseline_avg_daily_total,inflow_delta_pct,inflow_delta_abs,inflow_color,n_valid_days_current,n_valid_days_baseline,current_window_start,current_window_end,generated_at
DM-11-10-66-01,2025-09,127.332,167.781,-24.11,-40.45,green,5703.8,6605.42,-13.65,-901.62,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-66-02,2025-09,13.977,12.135,15.18,1.84,yellow,734.29,646.37,13.6,87.92,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-67-01,2025-09,517.764,517.76,0.0,0.0,green,12429.3,12429.15,0.0,0.15,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-67-03,2025-09,0.0,0.071,-100.0,-0.07,green,0.0,0.74,-100.0,-0.74,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-68-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-68-02,2025-09,0.0,1.007,-100.0,-1.01,green,0.0,107.15,-100.0,-107.15,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-68-03,2025-09,10.886,8.47,28.52,2.42,red,490.12,380.55,28.79,109.57,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-68-04,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-69-01,2025-09,36.528,32.603,12.04,3.92,yellow,1909.83,1745.83,9.39,164.0,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-69-02,2025-09,77.769,52.846,47.16,24.92,red,4050.21,3421.74,18.37,628.47,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-70-01,2025-09,0.0,66.622,-100.0,-66.62,green,0.0,1100.98,-100.0,-1100.98,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-70-02,2025-09,6.491,12.703,-48.9,-6.21,green,500.54,652.38,-23.27,-151.84,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-71-01,2025-09,53.623,85.974,-37.63,-32.35,green,2934.8,4184.98,-29.87,-1250.18,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-71-02,2025-09,,,,,gray,1514.4,710.8,113.06,803.6,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-72-01,2025-09,0.504,0.185,172.43,0.32,red,11.7,4.73,147.36,6.97,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-72-02,2025-09,28.113,4.076,589.72,24.04,red,1315.22,704.01,86.82,611.21,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-72-03,2025-09,32.61,5.487,494.31,27.12,red,800.96,126.66,532.37,674.3,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-73-02,2025-09,9.639,11.086,-13.05,-1.45,green,569.6,514.84,10.64,54.76,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-73-03,2025-09,0.0,0.0,,,gray,0.01,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-11-10-73-04,2025-09,0.289,0.623,-53.61,-0.33,green,7.38,16.2,-54.44,-8.82,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-01-01,2025-09,122.439,104.94,16.68,17.5,yellow,3096.31,2512.13,23.25,584.18,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-01-02,2025-09,125.093,140.582,-11.02,-15.49,green,3622.17,3681.87,-1.62,-59.7,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-02-01,2025-09,92.533,72.54,27.56,19.99,red,3455.89,2920.95,18.31,534.94,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-02-02,2025-09,0.0,43.066,-100.0,-43.07,green,0.0,1869.34,-100.0,-1869.34,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-03-02,2025-09,98.929,77.765,27.22,21.16,red,3715.11,3132.79,18.59,582.32,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-04-01,2025-09,7.656,,,,gray,274.77,,,,gray,7.0,,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-04-02,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-05-01,2025-09,126.876,89.813,41.27,37.06,red,4961.1,4072.35,21.82,888.75,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-05-02,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-05-03,2025-09,5.207,5.215,-0.15,-0.01,green,128.99,129.01,-0.02,-0.02,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-06-01,2025-09,,,,,gray,1810.57,1619.98,11.76,190.59,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-06-02,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-07-01,2025-09,57.696,78.864,-26.84,-21.17,green,2051.77,2929.3,-29.96,-877.53,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-08-01,2025-09,64.011,105.893,-39.55,-41.88,green,1946.68,4205.0,-53.71,-2258.32,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-01-09-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-01-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-01-02,2025-09,,,,,gray,3662.54,3195.05,14.63,467.49,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-02-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-02-02,2025-09,45.226,34.935,29.46,10.29,red,1846.17,1551.73,18.97,294.44,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-02-03,2025-09,66.895,,,,gray,2256.25,,,,gray,7.0,,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-03-01,2025-09,111.903,0.0,,,gray,3982.65,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-04-01,2025-09,262.108,235.171,11.45,26.94,yellow,9489.21,8863.54,7.06,625.67,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-05-01,2025-09,0.0,48.214,-100.0,-48.21,green,0.0,2097.53,-100.0,-2097.53,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-06-01,2025-09,128.526,118.59,8.38,9.94,yellow,4944.15,4626.41,6.87,317.74,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-06-02,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-07-01,2025-09,,,,,gray,4660.91,5379.76,-13.36,-718.85,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-07-02,2025-09,115.904,143.204,-19.06,-27.3,green,5326.72,6030.13,-11.66,-703.41,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-08-01,2025-09,126.727,85.366,48.45,41.36,red,4746.39,3258.7,45.65,1487.69,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-02-08-02,2025-09,82.067,124.656,-34.17,-42.59,green,3589.73,5392.79,-33.43,-1803.06,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-01-01,2025-09,132.416,90.939,45.61,41.48,red,3868.11,3572.23,8.28,295.88,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-01-02,2025-09,,,,,gray,3582.99,3612.59,-0.82,-29.6,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-02-01,2025-09,0.0,68.259,-100.0,-68.26,green,0.0,2427.48,-100.0,-2427.48,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-02-02,2025-09,32.583,46.799,-30.38,-14.22,green,1735.73,2067.65,-16.05,-331.92,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-03-01,2025-09,500.0,287.168,74.11,212.83,red,12000.0,6782.72,76.92,5217.28,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-04-01,2025-09,26.525,25.525,3.92,1.0,green,900.65,955.96,-5.79,-55.31,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-04-02,2025-09,,,,,gray,3072.8,2974.47,3.31,98.33,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-04-03,2025-09,181.487,165.593,9.6,15.89,yellow,6341.82,5800.3,9.34,541.52,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-05-01,2025-09,115.243,157.425,-26.79,-42.18,green,3100.84,3291.61,-5.8,-190.77,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-06-01,2025-09,82.311,117.055,-29.68,-34.74,green,3204.38,4012.44,-20.14,-808.06,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-06-02,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-07-01,2025-09,108.024,93.77,15.2,14.25,yellow,2706.28,2155.91,25.53,550.37,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-08-01,2025-09,40.273,43.643,-7.72,-3.37,green,1721.67,1801.38,-4.42,-79.71,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-08-02,2025-09,116.276,155.003,-24.98,-38.73,green,3463.21,3836.17,-9.72,-372.96,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-09-01,2025-09,146.802,53.997,171.87,92.8,red,3678.66,1220.04,201.52,2458.62,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-09-02,2025-09,517.427,517.776,-0.07,-0.35,green,12413.55,12414.83,-0.01,-1.28,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-10-01,2025-09,,,,,gray,2166.97,1932.39,12.14,234.58,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-03-11-01,2025-09,,,,,gray,5200.64,1751.34,196.95,3449.3,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-01-01,2025-09,49.177,47.355,3.85,1.82,green,1931.33,1997.29,-3.3,-65.96,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-01-02,2025-09,0.0,95.243,-100.0,-95.24,green,0.0,3337.87,-100.0,-3337.87,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-02-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-02-02,2025-09,120.094,99.182,21.08,20.91,red,4339.56,3683.7,17.8,655.86,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-02-03,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-03-01,2025-09,66.489,81.925,-18.84,-15.44,green,3239.91,4033.34,-19.67,-793.43,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-03-02,2025-09,21.837,24.299,-10.13,-2.46,green,904.94,1011.36,-10.52,-106.42,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-03-03,2025-09,53.276,,,,gray,2421.27,,,,gray,7.0,,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-04-01,2025-09,0.049,0.049,0.0,0.0,green,1.2,1.2,0.0,0.0,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-04-02,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-04-03,2025-09,,,,,gray,6275.21,5630.95,11.44,644.26,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-05-01,2025-09,105.949,73.556,44.04,32.39,red,4285.29,3475.09,23.31,810.2,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-05-02,2025-09,144.637,189.432,-23.65,-44.79,green,6710.18,6227.34,7.75,482.84,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-06-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-06-02,2025-09,0.0,60.276,-100.0,-60.28,green,0.0,2276.01,-100.0,-2276.01,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-06-03,2025-09,0.026,307.69,-99.99,-307.66,green,0.42,6398.38,-99.99,-6397.96,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-07-01,2025-09,159.246,141.674,12.4,17.57,yellow,5783.25,5258.14,9.99,525.11,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-07-02,2025-09,135.779,173.165,-21.59,-37.39,green,3923.95,4429.68,-11.42,-505.73,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-08-01,2025-09,127.915,123.727,3.38,4.19,green,4600.57,4467.08,2.99,133.49,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-04-09-01,2025-09,,,,,gray,2134.77,2405.03,-11.24,-270.26,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-01-01,2025-09,104.197,109.629,-4.95,-5.43,green,4867.59,4544.05,7.12,323.54,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-02-01,2025-09,,,,,gray,3770.31,3812.79,-1.11,-42.48,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-03-01,2025-09,,,,,gray,5200.51,4600.64,13.04,599.87,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-04-01,2025-09,36.189,30.585,18.32,5.6,yellow,1357.28,1142.7,18.78,214.58,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-05-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-05-02,2025-09,14.438,17.652,-18.21,-3.21,green,1147.29,483.23,137.42,664.06,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-05-03,2025-09,43.392,41.005,5.82,2.39,yellow,1852.5,1720.36,7.68,132.14,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-06-02,2025-09,144.098,142.903,0.84,1.2,green,3639.67,2759.35,31.9,880.32,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-07-01,2025-09,83.883,77.745,7.9,6.14,yellow,3471.47,3537.69,-1.87,-66.22,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-08-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-08-02,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-09-01,2025-09,144.572,252.061,-42.64,-107.49,green,3700.51,5156.63,-28.24,-1456.12,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-09-02,2025-09,51.287,6.596,677.55,44.69,red,1485.33,692.22,114.57,793.11,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-05-10-01,2025-09,132.029,125.727,5.01,6.3,yellow,5218.7,4760.31,9.63,458.39,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-01-01,2025-09,,,,,gray,4492.1,2421.88,85.48,2070.22,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-01-02,2025-09,0.229,78.956,-99.71,-78.73,green,6.21,1572.4,-99.61,-1566.19,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-02-01,2025-09,30.569,27.112,12.75,3.46,yellow,1213.68,1202.99,0.89,10.69,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-02-02,2025-09,74.627,76.702,-2.71,-2.08,green,2896.24,2917.27,-0.72,-21.03,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-02-03,2025-09,81.15,62.919,28.98,18.23,red,3079.21,2583.6,19.18,495.61,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-03-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-03-02,2025-09,92.508,79.791,15.94,12.72,yellow,4169.63,3897.62,6.98,272.01,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-04-01,2025-09,60.937,50.244,21.28,10.69,red,2690.91,2313.78,16.3,377.13,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-05-01,2025-09,148.998,159.048,-6.32,-10.05,green,4614.72,4065.87,13.5,548.85,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-06-01,2025-09,517.92,46.472,1014.48,471.45,red,12424.86,2058.44,503.61,10366.42,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-07-01,2025-09,,,,,gray,1964.88,1814.42,8.29,150.46,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-07-02,2025-09,83.636,78.684,6.29,4.95,yellow,4036.6,3997.28,0.98,39.32,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-08-01,2025-09,54.402,105.142,-48.26,-50.74,green,1558.69,2061.95,-24.41,-503.26,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-09-01,2025-09,29.633,29.427,0.7,0.21,green,1545.93,1526.56,1.27,19.37,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-10-01,2025-09,0.0,18.719,-100.0,-18.72,green,0.0,793.99,-100.0,-793.99,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-06-11-01,2025-09,33.454,43.002,-22.2,-9.55,green,1368.51,1599.78,-14.46,-231.27,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-01-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-01-02,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-02-01,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-02-03,2025-09,0.0,0.0,,,gray,0.0,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-03-01,2025-09,,,,,gray,3616.65,4824.28,-25.03,-1207.63,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-03-02,2025-09,64.302,57.645,11.55,6.66,yellow,2554.59,1522.52,67.79,1032.07,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-03-03,2025-09,,,,,gray,858.46,655.37,30.99,203.09,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-04-01,2025-09,31.093,30.585,1.66,0.51,green,2138.55,2145.59,-0.33,-7.04,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-04-02,2025-09,122.499,91.6,33.73,30.9,red,6418.76,5357.38,19.81,1061.38,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-05-01,2025-09,159.155,182.843,-12.96,-23.69,green,4909.89,4901.39,0.17,8.5,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-06-01,2025-09,0.207,237.545,-99.91,-237.34,green,5.84,5929.02,-99.9,-5923.18,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-07-01,2025-09,0.0,515.122,-100.0,-515.12,green,0.0,12307.15,-100.0,-12307.15,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-08-01,2025-09,,,,,gray,2344.64,2288.89,2.44,55.75,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-09-01,2025-09,,,,,gray,3170.82,2348.65,35.01,822.17,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-12-07-10-01,2025-09,0.0,50.637,-100.0,-50.64,green,0.0,2121.77,-100.0,-2121.77,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-01-01,2025-09,140.819,88.032,59.96,52.79,red,5064.91,3958.56,27.95,1106.35,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-01-02,2025-09,13.152,6.715,95.86,6.44,red,1050.07,1118.04,-6.08,-67.97,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-02-01,2025-09,0.05,56.522,-99.91,-56.47,green,1.2,2123.13,-99.94,-2121.93,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-03-01,2025-09,128.418,89.709,43.15,38.71,red,4453.35,3064.92,45.3,1388.43,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-03-02,2025-09,106.603,133.008,-19.85,-26.41,green,3730.58,4311.21,-13.47,-580.63,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-03-03,2025-09,18.032,62.123,-70.97,-44.09,green,1381.64,2265.58,-39.02,-883.94,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-04-01,2025-09,120.62,101.08,19.33,19.54,yellow,4220.59,3642.86,15.86,577.73,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-04-02,2025-09,147.958,108.321,36.59,39.64,red,5332.58,4066.53,31.13,1266.05,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-05-01,2025-09,206.722,143.393,44.16,63.33,red,6933.11,5246.89,32.14,1686.22,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-05-02,2025-09,,,,,gray,6476.5,6565.47,-1.36,-88.97,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-06-01,2025-09,120.54,106.919,12.74,13.62,yellow,4669.21,4323.06,8.01,346.15,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-06-02,2025-09,96.475,95.477,1.05,1.0,green,4024.48,4036.02,-0.29,-11.54,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-07-01,2025-09,3.388,3.778,-10.32,-0.39,green,153.1,154.24,-0.74,-1.14,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-01-07-02,2025-09,57.614,58.44,-1.41,-0.83,green,2355.96,2237.44,5.3,118.52,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-01-02,2025-09,28.098,23.179,21.22,4.92,red,1124.39,1021.11,10.11,103.28,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-01-03,2025-09,43.862,150.682,-70.89,-106.82,green,2135.0,4706.73,-54.64,-2571.73,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-02-01,2025-09,72.081,125.13,-42.4,-53.05,green,3428.68,3565.2,-3.83,-136.52,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-03-01,2025-09,75.687,86.977,-12.98,-11.29,green,2512.3,3587.47,-29.97,-1075.17,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-03-02,2025-09,103.396,90.098,14.76,13.3,yellow,3653.9,3020.89,20.95,633.01,red,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-04-01,2025-09,74.871,83.547,-10.38,-8.68,green,3067.7,3207.36,-4.35,-139.66,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-04-02,2025-09,332.443,295.906,12.35,36.54,yellow,10136.52,8499.95,19.25,1636.57,yellow,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-04-03,2025-09,69.514,174.118,-60.08,-104.6,green,3011.06,5387.27,-44.11,-2376.21,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-04-04,2025-09,35.32,0.0,,,gray,1154.45,0.0,,,gray,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-04-05,2025-09,63.493,63.316,0.28,0.18,green,2178.24,2146.39,1.48,31.85,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-05-01,2025-09,190.552,180.429,5.61,10.12,yellow,6270.72,6121.57,2.44,149.15,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
DM-13-02-05-02,2025-09,11.456,36.978,-69.02,-25.52,green,362.68,986.81,-63.25,-624.13,green,7.0,30.0,2026-08-26,2026-09-01,2026-09-03 11:36:56
