dma_code,dma_name,case,status,case_reason,mnf_start,mnf_end,current_mnf,baseline_mean,baseline_sd,threshold,watch_threshold,mk_z,mk_trend,mk_significant,cusum_h,cusum_breached,cusum_recent_breach,cusum_step_rapid,cusum_rise_days,mnf_recovered,mnf_excess_ratio,excess_too_small,sustained_flow_breach,sustained_run_intervals,pressure_drop_confirmed,hard_threshold_breached,excess_per_hour,est_loss_per_day,base_win_len,last_data_date,last_day_coverage,last_day_full,r_eff_median,loss_factor_median,proximity_estimate,favad_volume_total,user_type,pipe_material,rtu_zigzag_ratio,rtu_zigzag_flag,generated_at
DM-06-03-02-01,DM-06-03-02-01,B,watch,CUSUM สะสมเป็นบวกต่อเนื่อง (ยังไม่ Step-up ฉับพลัน),23:30,01:30,73.75,57.295,2.507,62.309,59.802,-0.716,ลดลงเล็กน้อย,False,10.028,True,False,True,1.0,False,0.2872,False,True,13,False,False,17.289,414.93,14,2026-09-06,96,True,1e-05,0.01158,ไกลจาก RTU (> 2 กม. โดยประมาณ),414.93,RESIDENTIAL,PVC,0.4468,False,2026-09-08 07:56:48
DM-06-03-02-02,DM-06-03-02-02,C,ok,มีสัญญาณเชิงสถิติ แต่ส่วนเกิน MNF อยู่แค่ 6.2 m³/hr (6.5% ของค่าเฉลี่ยฐาน 95.9 m³/hr) ต่ำกว่าเกณฑ์ปริมาณขั้นต่ำที่ตั้งไว้ (20%) — ยังไม่คุ้มส่งตรวจ เฝ้าดูต่อ,02:00,04:00,102.125,95.911,2.8,101.512,98.711,-0.894,ลดลงเล็กน้อย,False,11.202,True,False,True,6.0,False,0.0648,True,False,2,True,False,3.381,81.14,14,2026-09-06,96,True,1e-05,0.1,,81.14,RESIDENTIAL,PVC,0.5851,False,2026-09-08 07:56:48
DM-06-03-03-02,DM-06-03-03-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:30,02:30,60.5,50.812,3.266,57.344,54.078,-0.179,ลดลงเล็กน้อย,False,13.063,False,False,False,,False,0.1907,True,False,6,True,False,3.896,93.5,14,2026-09-06,96,True,2e-05,0.1,,93.5,RESIDENTIAL,PVC,0.4574,False,2026-09-08 07:56:48
DM-06-03-04-01,DM-06-03-04-01,C,ok,มีสัญญาณเชิงสถิติ แต่ส่วนเกิน MNF อยู่แค่ 1.3 m³/hr (3.5% ของค่าเฉลี่ยฐาน 37.6 m³/hr) ต่ำกว่าเกณฑ์ปริมาณขั้นต่ำที่ตั้งไว้ (20%) — ยังไม่คุ้มส่งตรวจ เฝ้าดูต่อ,01:15,03:15,38.875,37.571,2.44,42.452,40.012,1.886,เพิ่มขึ้นชัดเจน,True,9.761,False,False,False,,False,0.0347,True,False,0,False,False,3.22,77.29,14,2026-09-06,96,True,0.0,0.1,,77.29,RESIDENTIAL,PVC,0.5591,False,2026-09-08 07:56:48
DM-06-03-05-01,DM-06-03-05-01,C,ok,มีสัญญาณเชิงสถิติ แต่ส่วนเกิน MNF อยู่แค่ 3.6 m³/hr (16.1% ของค่าเฉลี่ยฐาน 22.3 m³/hr) ต่ำกว่าเกณฑ์ปริมาณขั้นต่ำที่ตั้งไว้ (20%) — ยังไม่คุ้มส่งตรวจ เฝ้าดูต่อ,23:15,01:15,25.875,22.295,1.168,24.631,23.463,0.0,ทรงตัว,False,4.674,True,False,True,3.0,False,0.1606,True,True,15,True,False,3.414,81.93,14,2026-09-06,96,True,0.0,0.01553,,81.93,RESIDENTIAL,PVC,0.5,False,2026-09-08 07:56:48
DM-06-03-06-02,DM-06-03-06-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:00,02:00,34.0,36.634,4.034,44.703,40.668,0.0,ทรงตัว,False,16.137,False,False,False,,True,-0.0719,True,False,5,True,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.4194,False,2026-09-08 07:56:48
DM-06-03-08-01,DM-06-03-08-01,C,ok,MNF ล่าสุด (21.7 m³/hr) / ส่วนเกินเฉลี่ย 3 วัน (+35.6 m³/hr) กลับมาที่ระดับค่าเฉลี่ยฐาน (21.8 m³/hr) แล้ว — ไม่มีน้ำสูญเสียส่วนเกินเหลืออยู่ ถือว่าเหตุการณ์จบ/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,01:30,03:30,21.688,21.821,0.928,23.677,22.749,1.082,เพิ่มขึ้นเล็กน้อย,False,3.712,True,False,True,3.0,True,-0.0061,True,False,0,False,False,35.574,853.79,14,2026-09-06,96,True,0.0,0.1,,853.79,RESIDENTIAL,PVC,0.5638,False,2026-09-08 07:56:48
DM-06-04-01-02,DM-06-04-01-02,C,ok,MNF ล่าสุด (192.6 m³/hr) / ส่วนเกินเฉลี่ย 3 วัน (-2.4 m³/hr) กลับมาที่ระดับค่าเฉลี่ยฐาน (189.6 m³/hr) แล้ว — ไม่มีน้ำสูญเสียส่วนเกินเหลืออยู่ ถือว่าเหตุการณ์จบ/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,01:45,03:45,192.625,189.643,6.06,201.762,195.702,2.147,เพิ่มขึ้นชัดเจน,True,24.238,False,False,False,,True,0.0157,True,False,0,False,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.5269,False,2026-09-08 07:56:48
DM-06-04-01-03,DM-06-04-01-03,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),03:45,05:45,48.125,48.054,12.873,73.8,60.927,0.537,เพิ่มขึ้นเล็กน้อย,False,51.493,False,False,False,,False,0.0015,True,False,2,False,False,12.03,288.71,14,2026-09-06,96,True,0.0,0.1,,288.71,RESIDENTIAL,PVC,0.4681,False,2026-09-08 07:56:48
DM-06-04-02-01,DM-06-04-02-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),03:30,05:30,89.5,65.321,24.852,115.026,90.174,1.073,เพิ่มขึ้นเล็กน้อย,False,99.409,False,False,False,,False,0.3701,False,False,4,False,False,7.512,180.29,14,2026-09-06,96,True,0.0,0.00423,,180.29,RESIDENTIAL,PVC,0.5376,False,2026-09-08 07:56:48
DM-06-04-04-02,DM-06-04-04-02,C,ok,MNF ล่าสุด (106.2 m³/hr) / ส่วนเกินเฉลี่ย 3 วัน (-1.5 m³/hr) กลับมาที่ระดับค่าเฉลี่ยฐาน (106.0 m³/hr) แล้ว — ไม่มีน้ำสูญเสียส่วนเกินเหลืออยู่ ถือว่าเหตุการณ์จบ/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:00,04:00,106.25,105.955,1.772,109.499,107.727,0.0,ทรงตัว,False,7.088,True,False,True,2.0,True,0.0028,True,False,5,False,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.5333,False,2026-09-08 07:56:48
DM-06-04-04-03,DM-06-04-04-03,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:15,04:15,149.75,152.536,6.654,165.843,159.189,0.0,ทรงตัว,False,26.615,False,False,False,,True,-0.0183,True,False,2,True,False,5.131,123.14,14,2026-09-06,96,True,0.0,0.00131,,123.14,RESIDENTIAL,PVC,0.4362,False,2026-09-08 07:56:48
DM-06-04-04-04,DM-06-04-04-04,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 10 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,00:15,02:15,55.625,46.152,2.969,52.09,49.121,0.269,เพิ่มขึ้นเล็กน้อย,False,11.876,True,False,True,2.0,False,0.2053,False,True,10,True,False,10.182,244.36,14,2026-09-06,96,True,0.0,0.1,ไกลจาก RTU (> 2 กม. โดยประมาณ),244.36,RESIDENTIAL,PVC,0.3871,False,2026-09-08 07:56:48
DM-06-04-05-02,DM-06-04-05-02,C,ok,MNF ล่าสุด (164.0 m³/hr) / ส่วนเกินเฉลี่ย 3 วัน (-3.7 m³/hr) กลับมาที่ระดับค่าเฉลี่ยฐาน (142.1 m³/hr) แล้ว — ไม่มีน้ำสูญเสียส่วนเกินเหลืออยู่ ถือว่าเหตุการณ์จบ/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,03:15,05:15,164.0,142.098,20.575,183.249,162.674,0.0,ทรงตัว,False,82.301,True,False,True,3.0,True,0.1541,True,False,2,True,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.05521,,0.0,RESIDENTIAL,PVC,0.3723,False,2026-09-08 07:56:48
DM-06-04-05-03,DM-06-04-05-03,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:00,04:00,45.625,60.125,15.924,91.973,76.049,0.716,เพิ่มขึ้นเล็กน้อย,False,63.695,False,False,False,,True,-0.2412,True,False,2,True,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.00592,,0.0,RESIDENTIAL,PVC,0.5054,False,2026-09-08 07:56:48
DM-06-04-06-01,DM-06-04-06-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),03:30,05:30,16.875,23.705,8.158,40.022,31.864,0.0,ทรงตัว,False,32.634,False,False,False,,True,-0.2881,True,False,6,True,False,11.003,264.07,14,2026-09-06,96,True,0.0,0.1,,264.07,RESIDENTIAL,PVC,0.5319,False,2026-09-08 07:56:48
DM-06-04-06-05,DM-06-04-06-05,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:15,04:15,43.25,35.366,10.242,55.85,45.608,-0.09,ลดลงเล็กน้อย,False,40.968,False,False,False,,False,0.2229,False,False,0,False,False,0.884,21.21,14,2026-09-06,96,True,1e-05,0.00112,,21.21,RESIDENTIAL,PVC,0.5319,False,2026-09-08 07:56:48
DM-06-04-07-01,DM-06-04-07-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),01:45,03:45,92.75,101.045,17.657,136.359,118.702,0.358,เพิ่มขึ้นเล็กน้อย,False,70.629,False,False,False,,True,-0.0821,True,False,2,True,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.4255,False,2026-09-08 07:56:48
DM-06-04-07-02,DM-06-04-07-02,C,ok,MNF ล่าสุด (106.5 m³/hr) / ส่วนเกินเฉลี่ย 3 วัน (-33.8 m³/hr) กลับมาที่ระดับค่าเฉลี่ยฐาน (137.8 m³/hr) แล้ว — ไม่มีน้ำสูญเสียส่วนเกินเหลืออยู่ ถือว่าเหตุการณ์จบ/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,00:15,02:15,106.5,137.786,34.716,207.217,172.501,-1.789,ลดลงชัดเจน,True,138.862,False,False,False,,True,-0.2271,True,False,1,False,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.4574,False,2026-09-08 07:56:48
DM-06-04-07-03,DM-06-04-07-03,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),01:00,03:00,156.75,156.875,13.481,183.837,170.356,0.894,เพิ่มขึ้นเล็กน้อย,False,53.924,False,False,False,,True,-0.0008,True,False,3,False,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.4043,False,2026-09-08 07:56:48
DM-06-04-08-01,DM-06-04-08-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:00,04:00,68.5,82.625,15.301,113.228,97.926,0.179,เพิ่มขึ้นเล็กน้อย,False,61.205,False,False,False,,True,-0.171,True,False,0,False,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.5,False,2026-09-08 07:56:48
DM-06-04-08-02,DM-06-04-08-02,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 19 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,23:15,01:15,168.625,63.312,18.411,100.134,81.723,1.968,เพิ่มขึ้นชัดเจน,True,73.643,True,False,True,7.0,False,1.6634,False,True,19,True,False,79.854,1916.5,14,2026-09-06,96,True,0.0,0.00011,ใกล้กับ RTU (< 2 กม. โดยประมาณ),1916.5,RESIDENTIAL,PVC,0.3404,False,2026-09-08 07:56:48
DM-06-04-08-03,DM-06-04-08-03,C,ok,มีสัญญาณเชิงสถิติ แต่ส่วนเกิน MNF อยู่แค่ 20.7 m³/hr (15.6% ของค่าเฉลี่ยฐาน 132.6 m³/hr) ต่ำกว่าเกณฑ์ปริมาณขั้นต่ำที่ตั้งไว้ (20%) — ยังไม่คุ้มส่งตรวจ เฝ้าดูต่อ,23:00,01:00,153.25,132.598,28.691,189.979,161.289,-0.808,ลดลงเล็กน้อย,False,114.762,True,False,True,3.0,False,0.1557,True,False,1,True,False,13.985,335.64,14,2026-09-06,96,True,0.0,0.1,,335.64,RESIDENTIAL,PVC,0.5106,False,2026-09-08 07:56:48
DM-06-05-01-01,DM-06-05-01-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:00,02:00,65.125,68.58,14.032,96.645,82.613,0.358,เพิ่มขึ้นเล็กน้อย,False,56.13,False,False,False,,True,-0.0504,True,False,0,False,False,0.0,0.0,14,2026-09-06,96,True,0.00039,255.75,,0.0,RESIDENTIAL,PVC,0.4946,False,2026-09-08 07:56:48
DM-06-05-01-02,DM-06-05-01-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:15,04:15,41.375,37.652,6.928,51.508,44.58,-0.179,ลดลงเล็กน้อย,False,27.713,False,False,False,,True,0.0989,True,False,3,False,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.4255,False,2026-09-08 07:56:48
DM-06-05-03-01,DM-06-05-03-01,C,ok,มีสัญญาณเชิงสถิติ แต่ส่วนเกิน MNF อยู่แค่ 1.8 m³/hr (2.6% ของค่าเฉลี่ยฐาน 70.4 m³/hr) ต่ำกว่าเกณฑ์ปริมาณขั้นต่ำที่ตั้งไว้ (20%) — ยังไม่คุ้มส่งตรวจ เฝ้าดูต่อ,02:00,04:00,72.25,70.438,4.591,79.619,75.028,1.073,เพิ่มขึ้นเล็กน้อย,False,18.362,True,True,True,2.0,False,0.0257,True,False,5,True,False,9.396,225.5,14,2026-09-06,96,True,2e-05,0.1,,225.5,RESIDENTIAL,PVC,0.4574,False,2026-09-08 07:56:48
DM-06-05-03-03,DM-06-05-03-03,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 10 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,22:30,00:30,139.5,100.781,14.714,130.209,115.495,1.527,เพิ่มขึ้นเล็กน้อย,False,58.856,True,False,True,2.0,False,0.3842,False,True,10,True,False,40.51,972.25,14,2026-09-06,96,True,2e-05,0.02754,ไกลจาก RTU (> 2 กม. โดยประมาณ),972.25,RESIDENTIAL,PVC,0.3723,False,2026-09-08 07:56:48
DM-06-05-04-02,DM-06-05-04-02,B,watch,CUSUM สะสมเป็นบวกต่อเนื่อง (ยังไม่ Step-up ฉับพลัน),22:00,00:00,49.25,37.911,8.01,53.93,45.92,-0.09,ลดลงเล็กน้อย,False,32.039,True,False,True,4.0,False,0.2991,False,False,2,True,False,14.089,338.14,14,2026-09-06,96,True,0.00017,0.1,ไกลจาก RTU (> 2 กม. โดยประมาณ),338.14,RESIDENTIAL,PVC,0.4574,False,2026-09-08 07:56:48
DM-06-05-05-02,DM-06-05-05-02,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 19 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,18:15,20:15,177.375,91.429,33.276,157.98,124.704,1.789,เพิ่มขึ้นชัดเจน,True,133.103,True,False,True,2.0,False,0.94,False,True,19,True,False,89.863,2156.71,14,2026-09-06,96,True,3e-05,0.06184,ไกลจาก RTU (> 2 กม. โดยประมาณ),2156.71,RESIDENTIAL,PVC,0.383,False,2026-09-08 07:56:48
DM-06-05-05-03,DM-06-05-05-03,B,watch,Flow สูงกว่าเกณฑ์ต่อเนื่อง 15 intervals พร้อมแรงดันตก แต่ไม่ใช่การเปลี่ยนแปลงฉับพลันใน 1-2 วัน (น่าจะเป็นรั่วที่ดำเนินมาระยะหนึ่งแล้วและขยายจนคงที่) — ควรตรวจสอบโดยเร็วแต่ไม่ใช่เหตุฉุกเฉินแบบท่อแตกใหม่,23:30,01:30,105.625,83.134,3.263,89.66,86.397,0.0,ทรงตัว,False,13.051,True,False,True,1.0,False,0.2705,False,True,15,True,False,26.908,645.79,14,2026-09-06,96,True,5e-05,0.75118,ไกลจาก RTU (> 2 กม. โดยประมาณ),645.79,RESIDENTIAL,PVC,0.3011,False,2026-09-08 07:56:48
DM-06-05-06-01,DM-06-05-06-01,B,watch,CUSUM สะสมเป็นบวกต่อเนื่อง (ยังไม่ Step-up ฉับพลัน),02:15,04:15,79.625,64.393,8.937,82.266,73.329,0.894,เพิ่มขึ้นเล็กน้อย,False,35.747,True,True,True,6.0,False,0.2366,False,False,4,True,False,10.274,246.57,14,2026-09-06,96,True,5e-05,31.57143,ไกลจาก RTU (> 2 กม. โดยประมาณ),246.57,RESIDENTIAL,PVC,0.4255,False,2026-09-08 07:56:48
DM-06-05-09-01,DM-06-05-09-01,C,ok,มีสัญญาณเชิงสถิติ แต่ส่วนเกิน MNF อยู่แค่ 4.3 m³/hr (6.9% ของค่าเฉลี่ยฐาน 61.7 m³/hr) ต่ำกว่าเกณฑ์ปริมาณขั้นต่ำที่ตั้งไว้ (20%) — ยังไม่คุ้มส่งตรวจ เฝ้าดูต่อ,01:45,03:45,66.0,61.714,6.125,73.964,67.839,-2.683,ลดลงชัดเจน,True,24.499,True,False,True,2.0,False,0.0694,True,False,3,False,False,5.077,121.86,14,2026-09-06,96,True,3e-05,17.17857,,121.86,RESIDENTIAL,PVC,0.5,False,2026-09-08 07:56:48
DM-06-05-09-02,DM-06-05-09-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),01:30,03:30,123.5,140.223,20.46,181.143,160.683,-0.537,ลดลงเล็กน้อย,False,81.839,False,False,False,,True,-0.1193,True,False,1,True,False,0.0,0.0,14,2026-09-06,96,True,1e-05,0.1,,0.0,RESIDENTIAL,PVC,0.4362,False,2026-09-08 07:56:48
DM-06-05-09-03,DM-06-05-09-03,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:00,02:00,62.625,61.295,3.403,68.1,64.698,0.179,เพิ่มขึ้นเล็กน้อย,False,13.611,False,False,False,,False,0.0217,True,False,7,False,False,0.414,9.93,14,2026-09-06,96,True,1e-05,0.1,,9.93,RESIDENTIAL,PVC,0.4468,False,2026-09-08 07:56:48
DM-06-05-10-02,DM-06-05-10-02,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),01:15,03:15,93.875,93.223,6.918,107.06,100.141,1.431,เพิ่มขึ้นเล็กน้อย,False,27.673,False,False,False,,True,0.007,True,False,3,True,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.5213,False,2026-09-08 07:56:48
DM-06-05-10-03,DM-06-05-10-03,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:00,02:00,23.25,31.232,13.416,58.065,44.648,-0.537,ลดลงเล็กน้อย,False,53.665,False,False,False,,True,-0.2556,True,False,5,True,False,2.101,50.43,14,2026-09-06,96,True,4e-05,0.1,,50.43,RESIDENTIAL,PVC,0.4787,False,2026-09-08 07:56:48
DM-06-06-03-01,DM-06-06-03-01,B,watch,CUSUM สะสมเป็นบวกต่อเนื่อง (ยังไม่ Step-up ฉับพลัน),00:15,02:15,141.875,109.125,12.157,133.438,121.282,0.0,ทรงตัว,False,48.626,True,False,True,4.0,False,0.3001,False,False,4,True,False,9.0,216.0,14,2026-09-06,96,True,0.0,0.00098,ไกลจาก RTU (> 2 กม. โดยประมาณ),216.0,RESIDENTIAL,PVC,0.5745,False,2026-09-08 07:56:48
DM-06-06-05-01,DM-06-06-05-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),01:30,03:30,69.25,63.348,2.0,67.347,65.348,0.629,เพิ่มขึ้นเล็กน้อย,False,7.998,False,False,False,,False,0.0932,True,False,3,False,False,1.527,36.64,14,2026-09-06,96,True,0.0,0.1,,36.64,RESIDENTIAL,PVC,0.6489,False,2026-09-08 07:56:48
DM-06-06-05-02,DM-06-06-05-02,C,ok,MNF ล่าสุด (54.1 m³/hr) / ส่วนเกินเฉลี่ย 3 วัน (-16.3 m³/hr) กลับมาที่ระดับค่าเฉลี่ยฐาน (68.2 m³/hr) แล้ว — ไม่มีน้ำสูญเสียส่วนเกินเหลืออยู่ ถือว่าเหตุการณ์จบ/ซ่อมเสร็จแล้ว จึงไม่ขึ้นเตือน,02:15,04:15,54.125,68.223,5.705,79.633,73.928,-2.683,ลดลงชัดเจน,True,22.819,False,False,False,,True,-0.2066,True,False,2,False,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.5054,False,2026-09-08 07:56:48
DM-06-06-06-03,DM-06-06-06-03,C,ok,มีสัญญาณเชิงสถิติ แต่ส่วนเกิน MNF อยู่แค่ 22.7 m³/hr (17.6% ของค่าเฉลี่ยฐาน 129.3 m³/hr) ต่ำกว่าเกณฑ์ปริมาณขั้นต่ำที่ตั้งไว้ (20%) — ยังไม่คุ้มส่งตรวจ เฝ้าดูต่อ,23:15,01:15,152.0,129.259,17.554,164.367,146.813,-0.537,ลดลงเล็กน้อย,False,70.216,True,False,True,5.0,False,0.1759,True,False,4,False,False,6.783,162.79,14,2026-09-06,96,True,0.0,0.00452,,162.79,RESIDENTIAL,PVC,0.4149,False,2026-09-08 07:56:48
DM-06-06-06-04,DM-06-06-06-04,B,watch,CUSUM สะสมเป็นบวกต่อเนื่อง (ยังไม่ Step-up ฉับพลัน),00:30,02:30,123.25,99.696,15.138,129.972,114.834,-0.358,ลดลงเล็กน้อย,False,60.552,True,False,True,4.0,False,0.2363,False,False,1,False,False,8.387,201.29,14,2026-09-06,96,True,0.0,0.03303,ไกลจาก RTU (> 2 กม. โดยประมาณ),201.29,RESIDENTIAL,PVC,0.383,False,2026-09-08 07:56:48
DM-06-06-07-01,DM-06-06-07-01,C,ok,มีสัญญาณเชิงสถิติ แต่ส่วนเกิน MNF อยู่แค่ 9.2 m³/hr (10.3% ของค่าเฉลี่ยฐาน 89.4 m³/hr) ต่ำกว่าเกณฑ์ปริมาณขั้นต่ำที่ตั้งไว้ (20%) — ยังไม่คุ้มส่งตรวจ เฝ้าดูต่อ,02:15,04:15,98.625,89.446,5.444,100.335,94.89,-0.09,ลดลงเล็กน้อย,False,21.776,True,False,True,5.0,False,0.1026,True,False,5,True,False,3.304,79.29,14,2026-09-06,96,True,3e-05,0.00359,,79.29,RESIDENTIAL,PVC,0.4624,False,2026-09-08 07:56:48
DM-06-06-07-03,DM-06-06-07-03,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),00:00,02:00,340.75,323.455,46.869,417.194,370.325,-0.179,ลดลงเล็กน้อย,False,187.477,False,False,False,,True,0.0535,True,False,0,False,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.4362,False,2026-09-08 07:56:48
DM-06-06-08-01,DM-06-06-08-01,C,ok,มีสัญญาณเชิงสถิติ แต่ส่วนเกิน MNF อยู่แค่ 24.9 m³/hr (17.8% ของค่าเฉลี่ยฐาน 139.7 m³/hr) ต่ำกว่าเกณฑ์ปริมาณขั้นต่ำที่ตั้งไว้ (20%) — ยังไม่คุ้มส่งตรวจ เฝ้าดูต่อ,22:00,00:00,164.625,139.741,16.516,172.773,156.257,1.362,เพิ่มขึ้นเล็กน้อย,False,66.064,True,False,True,3.0,False,0.1781,True,False,3,True,False,31.676,760.21,14,2026-09-06,96,True,0.0,0.00816,,760.21,RESIDENTIAL,PVC,0.3548,False,2026-09-08 07:56:48
DM-06-06-08-02,DM-06-06-08-02,B,watch,CUSUM สะสมเป็นบวกต่อเนื่อง (ยังไม่ Step-up ฉับพลัน),01:30,03:30,48.25,31.67,6.058,43.785,37.727,0.454,เพิ่มขึ้นเล็กน้อย,False,24.231,True,False,True,3.0,False,0.5235,False,False,5,False,False,2.955,70.93,14,2026-09-06,96,True,0.0,1e-05,ใกล้กับ RTU (< 2 กม. โดยประมาณ),70.93,RESIDENTIAL,PVC,0.5213,False,2026-09-08 07:56:48
DM-06-06-08-03,DM-06-06-08-03,B,watch,Mann-Kendall ยืนยันแนวโน้มขึ้นต่อเนื่อง,21:15,23:15,93.625,72.991,11.543,96.077,84.534,-2.147,ลดลงชัดเจน,True,46.172,True,False,True,2.0,False,0.2827,False,False,5,False,False,21.092,506.21,14,2026-09-06,96,True,0.0,0.1,ไกลจาก RTU (> 2 กม. โดยประมาณ),506.21,RESIDENTIAL,PVC,0.2766,False,2026-09-08 07:56:48
DM-06-06-09-01,DM-06-06-09-01,C,ok,ไม่พบสัญญาณผิดปกติเชิงสถิติ (ใช้น้ำตามพฤติกรรมปกติ),02:00,04:00,195.75,194.455,13.021,220.498,207.477,-0.179,ลดลงเล็กน้อย,False,52.085,False,False,False,,True,0.0067,True,False,0,False,False,0.0,0.0,14,2026-09-06,96,True,0.0,0.1,,0.0,RESIDENTIAL,PVC,0.4894,False,2026-09-08 07:56:48
