rtu_id,dma_name,user_type,pipe_material,favad_n1,mnf_start,mnf_end,cusum_k_factor,cusum_h_factor,burst_intervals,q_std_mult,p_drop_bar,is_active,hard_flow_threshold
DM-03-03-02-01,DM-03-03-02-01,RESIDENTIAL,PVC,1.15,02:45,04:45,0.5,4,8,2.0,0.25,True,5000
DM-03-03-02-02,DM-03-03-02-02,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-03-03-03-01,DM-03-03-03-01,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-03-03-03-02,DM-03-03-03-02,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-03-03-04-01,DM-03-03-04-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-03-04-02,DM-03-03-04-02,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-03-03-04-03,DM-03-03-04-03,RESIDENTIAL,PVC,1.15,02:45,04:45,0.5,4,8,2.0,0.25,True,5000
DM-03-03-05-01,DM-03-03-05-01,RESIDENTIAL,PVC,1.15,02:45,04:45,0.5,4,8,2.0,0.25,True,5000
DM-03-03-06-01,DM-03-03-06-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-03-03-06-02,DM-03-03-06-02,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-03-03-07-01,DM-03-03-07-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-03-03-07-02,DM-03-03-07-02,RESIDENTIAL,PVC,1.15,02:45,04:45,0.5,4,8,2.0,0.25,True,5000
DM-03-03-08-01,DM-03-03-08-01,RESIDENTIAL,PVC,1.15,03:00,05:00,0.5,4,8,2.0,0.25,True,5000
DM-03-03-09-01,DM-03-03-09-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-03-10-01,DM-03-03-10-01,RESIDENTIAL,PVC,1.15,00:30,02:30,0.5,4,8,2.0,0.25,True,5000
DM-03-03-10-02,DM-03-03-10-02,RESIDENTIAL,PVC,1.15,02:45,04:45,0.5,4,8,2.0,0.25,True,5000
DM-03-03-11-01,DM-03-03-11-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-03-11-02,DM-03-03-11-02,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-03-03-12-01,DM-03-03-12-01,RESIDENTIAL,PVC,1.15,03:00,05:00,0.5,4,8,2.0,0.25,True,5000
DM-03-03-13-01,DM-03-03-13-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-03-03-13-02,DM-03-03-13-02,RESIDENTIAL,PVC,1.15,03:30,05:30,0.5,4,8,2.0,0.25,True,5000
DM-03-04-01-01,DM-03-04-01-01,RESIDENTIAL,PVC,1.15,00:15,02:15,0.5,4,8,2.0,0.25,True,5000
DM-03-04-02-01,DM-03-04-02-01,RESIDENTIAL,PVC,1.15,00:15,02:15,0.5,4,8,2.0,0.25,True,5000
DM-03-04-03-01,DM-03-04-03-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-03-04-04-01,DM-03-04-04-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-04-04-02,DM-03-04-04-02,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-04-05-01,DM-03-04-05-01,RESIDENTIAL,PVC,1.15,08:00,10:00,0.5,4,8,2.0,0.25,True,5000
DM-03-04-06-01,DM-03-04-06-01,RESIDENTIAL,PVC,1.15,03:00,05:00,0.5,4,8,2.0,0.25,True,5000
DM-03-04-07-01,DM-03-04-07-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-04-08-01,DM-03-04-08-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-05-01-01,DM-03-05-01-01,RESIDENTIAL,PVC,1.15,02:45,04:45,0.5,4,8,2.0,0.25,True,5000
DM-03-05-02-01,DM-03-05-02-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-05-02-02,DM-03-05-02-02,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-03-05-03-01,DM-03-05-03-01,RESIDENTIAL,PVC,1.15,23:15,01:15,0.5,4,8,2.0,0.25,True,5000
DM-03-05-04-01,DM-03-05-04-01,RESIDENTIAL,PVC,1.15,01:30,03:30,0.5,4,8,2.0,0.25,True,5000
DM-03-05-04-02,DM-03-05-04-02,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-03-05-05-01,DM-03-05-05-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-05-06-01,DM-03-05-06-01,RESIDENTIAL,PVC,1.15,11:30,13:30,0.5,4,8,2.0,0.25,True,5000
DM-03-05-06-02,DM-03-05-06-02,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-05-06-03,DM-03-05-06-03,RESIDENTIAL,PVC,1.15,03:30,05:30,0.5,4,8,2.0,0.25,True,5000
DM-03-05-06-04,DM-03-05-06-04,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-03-05-07-01,DM-03-05-07-01,RESIDENTIAL,PVC,1.15,23:45,01:45,0.5,4,8,2.0,0.25,True,5000
DM-03-05-08-01,DM-03-05-08-01,RESIDENTIAL,PVC,1.15,23:00,01:00,0.5,4,8,2.0,0.25,True,5000
DM-03-05-09-01,DM-03-05-09-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-05-09-02,DM-03-05-09-02,RESIDENTIAL,PVC,1.15,03:30,05:30,0.5,4,8,2.0,0.25,True,5000
DM-03-05-10-01,DM-03-05-10-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-03-05-11-01,DM-03-05-11-01,RESIDENTIAL,PVC,1.15,00:30,02:30,0.5,4,8,2.0,0.25,True,5000
DM-03-05-12-01,DM-03-05-12-01,RESIDENTIAL,PVC,1.15,00:15,02:15,0.5,4,8,2.0,0.25,True,5000
DM-03-05-12-02,DM-03-05-12-02,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-03-06-01-01,DM-03-06-01-01,RESIDENTIAL,PVC,1.15,22:45,00:45,0.5,4,8,2.0,0.25,True,5000
DM-03-06-01-02,DM-03-06-01-02,RESIDENTIAL,PVC,1.15,05:30,07:30,0.5,4,8,2.0,0.25,True,5000
DM-03-06-02-01,DM-03-06-02-01,RESIDENTIAL,PVC,1.15,19:00,21:00,0.5,4,8,2.0,0.25,True,5000
DM-03-06-02-02,DM-03-06-02-02,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-03-06-03-01,DM-03-06-03-01,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-03-06-03-02,DM-03-06-03-02,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-03-06-03-03,DM-03-06-03-03,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-06-04-01,DM-03-06-04-01,RESIDENTIAL,PVC,1.15,23:30,01:30,0.5,4,8,2.0,0.25,True,5000
DM-03-06-04-02,DM-03-06-04-02,RESIDENTIAL,PVC,1.15,21:30,23:30,0.5,4,8,2.0,0.25,True,5000
DM-03-06-04-03,DM-03-06-04-03,RESIDENTIAL,PVC,1.15,02:45,04:45,0.5,4,8,2.0,0.25,True,5000
DM-03-06-05-01,DM-03-06-05-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-06-05-02,DM-03-06-05-02,RESIDENTIAL,PVC,1.15,03:45,05:45,0.5,4,8,2.0,0.25,True,5000
DM-03-06-05-03,DM-03-06-05-03,RESIDENTIAL,PVC,1.15,03:15,05:15,0.5,4,8,2.0,0.25,True,5000
DM-03-06-06-01,DM-03-06-06-01,RESIDENTIAL,PVC,1.15,00:30,02:30,0.5,4,8,2.0,0.25,True,5000
DM-03-06-06-02,DM-03-06-06-02,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-03-06-07-01,DM-03-06-07-01,RESIDENTIAL,PVC,1.15,23:30,01:30,0.5,4,8,2.0,0.25,True,5000
DM-03-06-07-02,DM-03-06-07-02,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-03-06-08-01,DM-03-06-08-01,RESIDENTIAL,PVC,1.15,21:15,23:15,0.5,4,8,2.0,0.25,True,5000
DM-03-06-08-02,DM-03-06-08-02,RESIDENTIAL,PVC,1.15,00:15,02:15,0.5,4,8,2.0,0.25,True,5000
DM-03-06-09-01,DM-03-06-09-01,RESIDENTIAL,PVC,1.15,04:15,06:15,0.5,4,8,2.0,0.25,True,5000
DM-03-06-10-01,DM-03-06-10-01,RESIDENTIAL,PVC,1.15,00:15,02:15,0.5,4,8,2.0,0.25,True,5000
DM-03-06-11-01,DM-03-06-11-01,RESIDENTIAL,PVC,1.15,02:45,04:45,0.5,4,8,2.0,0.25,True,5000
DM-03-06-12-01,DM-03-06-12-01,RESIDENTIAL,PVC,1.15,03:00,05:00,0.5,4,8,2.0,0.25,True,5000
DM-03-06-13-01,DM-03-06-13-01,RESIDENTIAL,PVC,1.15,03:15,05:15,0.5,4,8,2.0,0.25,True,5000
DM-03-06-13-02,DM-03-06-13-02,RESIDENTIAL,PVC,1.15,22:00,00:00,0.5,4,8,2.0,0.25,True,5000
DM-03-10-10-04,DM-03-10-10-04,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-03-01-01,DM-04-03-01-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-03-01-02,DM-04-03-01-02,RESIDENTIAL,PVC,1.15,00:30,02:30,0.5,4,8,2.0,0.25,True,5000
DM-04-03-02-01,DM-04-03-02-01,RESIDENTIAL,PVC,1.15,01:30,03:30,0.5,4,8,2.0,0.25,True,5000
DM-04-03-03-01,DM-04-03-03-01,RESIDENTIAL,PVC,1.15,23:45,01:45,0.5,4,8,2.0,0.25,True,5000
DM-04-03-04-01,DM-04-03-04-01,RESIDENTIAL,PVC,1.15,00:15,02:15,0.5,4,8,2.0,0.25,True,5000
DM-04-03-05-01,DM-04-03-05-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-03-06-01,DM-04-03-06-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-03-07-01,DM-04-03-07-01,RESIDENTIAL,PVC,1.15,01:30,03:30,0.5,4,8,2.0,0.25,True,5000
DM-04-03-07-02,DM-04-03-07-02,RESIDENTIAL,PVC,1.15,05:30,07:30,0.5,4,8,2.0,0.25,True,5000
DM-04-03-08-01,DM-04-03-08-01,RESIDENTIAL,PVC,1.15,18:30,20:30,0.5,4,8,2.0,0.25,True,5000
DM-04-03-09-01,DM-04-03-09-01,RESIDENTIAL,PVC,1.15,23:15,01:15,0.5,4,8,2.0,0.25,True,5000
DM-04-03-10-01,DM-04-03-10-01,RESIDENTIAL,PVC,1.15,21:30,23:30,0.5,4,8,2.0,0.25,True,5000
DM-04-03-11-01,DM-04-03-11-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-04-03-12-01,DM-04-03-12-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-04-05-01-01,DM-04-05-01-01,RESIDENTIAL,PVC,1.15,02:45,04:45,0.5,4,8,2.0,0.25,True,5000
DM-04-05-02-01,DM-04-05-02-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-04-05-03-01,DM-04-05-03-01,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-04-05-04-01,DM-04-05-04-01,RESIDENTIAL,PVC,1.15,23:30,01:30,0.5,4,8,2.0,0.25,True,5000
DM-04-05-05-01,DM-04-05-05-01,RESIDENTIAL,PVC,1.15,22:30,00:30,0.5,4,8,2.0,0.25,True,5000
DM-04-05-06-01,DM-04-05-06-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-05-07-01,DM-04-05-07-01,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-04-05-08-01,DM-04-05-08-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-04-05-09-01,DM-04-05-09-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-05-10-01,DM-04-05-10-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-05-11-01,DM-04-05-11-01,RESIDENTIAL,PVC,1.15,01:15,03:15,0.5,4,8,2.0,0.25,True,5000
DM-04-05-12-01,DM-04-05-12-01,RESIDENTIAL,PVC,1.15,21:30,23:30,0.5,4,8,2.0,0.25,True,5000
DM-04-05-13-01,DM-04-05-13-01,RESIDENTIAL,PVC,1.15,19:45,21:45,0.5,4,8,2.0,0.25,True,5000
DM-04-05-14-01,DM-04-05-14-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-06-01-01,DM-04-06-01-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-06-02-01,DM-04-06-02-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-06-03-01,DM-04-06-03-01,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-04-06-04-01,DM-04-06-04-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-06-05-01,DM-04-06-05-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-06-06-01,DM-04-06-06-01,RESIDENTIAL,PVC,1.15,01:30,03:30,0.5,4,8,2.0,0.25,True,5000
DM-04-06-07-01,DM-04-06-07-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-06-08-01,DM-04-06-08-01,RESIDENTIAL,PVC,1.15,23:30,01:30,0.5,4,8,2.0,0.25,True,5000
DM-04-06-09-01,DM-04-06-09-01,RESIDENTIAL,PVC,1.15,21:15,23:15,0.5,4,8,2.0,0.25,True,5000
DM-04-06-10-01,DM-04-06-10-01,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-04-06-11-01,DM-04-06-11-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-06-12-01,DM-04-06-12-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-04-06-13-01,DM-04-06-13-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-04-06-14-01,DM-04-06-14-01,RESIDENTIAL,PVC,1.15,01:30,03:30,0.5,4,8,2.0,0.25,True,5000
DM-04-08-01-01,DM-04-08-01-01,RESIDENTIAL,PVC,1.15,22:45,00:45,0.5,4,8,2.0,0.25,True,5000
DM-04-08-01-02,DM-04-08-01-02,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-04-08-02-01,DM-04-08-02-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-08-03-01,DM-04-08-03-01,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-04-08-04-01,DM-04-08-04-01,RESIDENTIAL,PVC,1.15,01:30,03:30,0.5,4,8,2.0,0.25,True,5000
DM-04-08-04-02,DM-04-08-04-02,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-04-08-05-01,DM-04-08-05-01,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-04-08-06-01,DM-04-08-06-01,RESIDENTIAL,PVC,1.15,01:15,03:15,0.5,4,8,2.0,0.25,True,5000
DM-04-08-06-02,DM-04-08-06-02,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-04-08-06-03,DM-04-08-06-03,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-08-07-01,DM-04-08-07-01,RESIDENTIAL,PVC,1.15,19:00,21:00,0.5,4,8,2.0,0.25,True,5000
DM-04-08-08-01,DM-04-08-08-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-04-08-09-01,DM-04-08-09-01,RESIDENTIAL,PVC,1.15,12:15,14:15,0.5,4,8,2.0,0.25,True,5000
DM-04-08-10-01,DM-04-08-10-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-09-01-01,DM-04-09-01-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-09-01-02,DM-04-09-01-02,RESIDENTIAL,PVC,1.15,03:00,05:00,0.5,4,8,2.0,0.25,True,5000
DM-04-09-02-01,DM-04-09-02-01,RESIDENTIAL,PVC,1.15,23:00,01:00,0.5,4,8,2.0,0.25,True,5000
DM-04-09-03-01,DM-04-09-03-01,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-04-09-04-01,DM-04-09-04-01,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-04-09-05-01,DM-04-09-05-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-09-06-01,DM-04-09-06-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-04-09-07-01,DM-04-09-07-01,RESIDENTIAL,PVC,1.15,07:30,09:30,0.5,4,8,2.0,0.25,True,5000
DM-04-09-07-02,DM-04-09-07-02,RESIDENTIAL,PVC,1.15,01:30,03:30,0.5,4,8,2.0,0.25,True,5000
DM-04-09-08-01,DM-04-09-08-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-04-09-09-01,DM-04-09-09-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-04-09-10-01,DM-04-09-10-01,RESIDENTIAL,PVC,1.15,21:45,23:45,0.5,4,8,2.0,0.25,True,5000
DM-04-09-11-01,DM-04-09-11-01,RESIDENTIAL,PVC,1.15,19:15,21:15,0.5,4,8,2.0,0.25,True,5000
DM-04-09-12-01,DM-04-09-12-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-09-13-01,DM-04-09-13-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-09-14-01,DM-04-09-14-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-04-09-15-01,DM-04-09-15-01,RESIDENTIAL,PVC,1.15,12:45,14:45,0.5,4,8,2.0,0.25,True,5000
DM-05-01-01-01,DM-05-01-01-01,RESIDENTIAL,PVC,1.15,00:15,02:15,0.5,4,8,2.0,0.25,True,5000
DM-05-01-01-03,DM-05-01-01-03,RESIDENTIAL,PVC,1.15,00:45,02:45,0.5,4,8,2.0,0.25,True,5000
DM-05-01-02-01,DM-05-01-02-01,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-05-01-03-03,DM-05-01-03-03,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-05-01-04-01,DM-05-01-04-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-05-01-04-02,DM-05-01-04-02,RESIDENTIAL,PVC,1.15,03:00,05:00,0.5,4,8,2.0,0.25,True,5000
DM-05-01-05-01,DM-05-01-05-01,RESIDENTIAL,PVC,1.15,23:45,01:45,0.5,4,8,2.0,0.25,True,5000
DM-05-01-05-02,DM-05-01-05-02,RESIDENTIAL,PVC,1.15,11:30,13:30,0.5,4,8,2.0,0.25,True,5000
DM-05-01-06-01,DM-05-01-06-01,RESIDENTIAL,PVC,1.15,01:00,03:00,0.5,4,8,2.0,0.25,True,5000
DM-05-01-07-01,DM-05-01-07-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-05-01-08-01,DM-05-01-08-01,RESIDENTIAL,PVC,1.15,18:00,20:00,0.5,4,8,2.0,0.25,True,5000
DM-05-01-09-02,DM-05-01-09-02,RESIDENTIAL,PVC,1.15,03:45,05:45,0.5,4,8,2.0,0.25,True,5000
DM-05-02-01-01,DM-05-02-01-01,RESIDENTIAL,PVC,1.15,21:00,23:00,0.5,4,8,2.0,0.25,True,5000
DM-05-02-01-02,DM-05-02-01-02,RESIDENTIAL,PVC,1.15,23:45,01:45,0.5,4,8,2.0,0.25,True,5000
DM-05-02-02-01,DM-05-02-02-01,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-05-02-02-02,DM-05-02-02-02,RESIDENTIAL,PVC,1.15,22:45,00:45,0.5,4,8,2.0,0.25,True,5000
DM-05-02-02-03,DM-05-02-02-03,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-05-02-03-01,DM-05-02-03-01,RESIDENTIAL,PVC,1.15,02:30,04:30,0.5,4,8,2.0,0.25,True,5000
DM-05-02-03-03,DM-05-02-03-03,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-05-02-04-02,DM-05-02-04-02,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-05-02-05-01,DM-05-02-05-01,RESIDENTIAL,PVC,1.15,01:00,03:00,0.5,4,8,2.0,0.25,True,5000
DM-05-02-06-01,DM-05-02-06-01,RESIDENTIAL,PVC,1.15,01:15,03:15,0.5,4,8,2.0,0.25,True,5000
DM-05-02-06-02,DM-05-02-06-02,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-05-02-07-01,DM-05-02-07-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-05-02-08-01,DM-05-02-08-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-05-03-01-01,DM-05-03-01-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-05-03-01-02,DM-05-03-01-02,RESIDENTIAL,PVC,1.15,23:30,01:30,0.5,4,8,2.0,0.25,True,5000
DM-05-03-02-01,DM-05-03-02-01,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-05-03-02-02,DM-05-03-02-02,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-05-03-02-03,DM-05-03-02-03,RESIDENTIAL,PVC,1.15,01:15,03:15,0.5,4,8,2.0,0.25,True,5000
DM-05-03-03-01,DM-05-03-03-01,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-05-03-03-02,DM-05-03-03-02,RESIDENTIAL,PVC,1.15,23:00,01:00,0.5,4,8,2.0,0.25,True,5000
DM-05-03-03-03,DM-05-03-03-03,RESIDENTIAL,PVC,1.15,23:15,01:15,0.5,4,8,2.0,0.25,True,5000
DM-05-03-04-01,DM-05-03-04-01,RESIDENTIAL,PVC,1.15,11:30,13:30,0.5,4,8,2.0,0.25,True,5000
DM-05-03-04-02,DM-05-03-04-02,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-05-03-04-03,DM-05-03-04-03,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-05-03-05-01,DM-05-03-05-01,RESIDENTIAL,PVC,1.15,23:45,01:45,0.5,4,8,2.0,0.25,True,5000
DM-05-03-05-02,DM-05-03-05-02,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-05-03-06-01,DM-05-03-06-01,RESIDENTIAL,PVC,1.15,23:00,01:00,0.5,4,8,2.0,0.25,True,5000
DM-05-03-06-02,DM-05-03-06-02,RESIDENTIAL,PVC,1.15,01:30,03:30,0.5,4,8,2.0,0.25,True,5000
DM-05-04-01-01,DM-05-04-01-01,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-05-04-02-01,DM-05-04-02-01,RESIDENTIAL,PVC,1.15,23:15,01:15,0.5,4,8,2.0,0.25,True,5000
DM-05-04-02-02,DM-05-04-02-02,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-05-04-03-01,DM-05-04-03-01,RESIDENTIAL,PVC,1.15,23:00,01:00,0.5,4,8,2.0,0.25,True,5000
DM-05-04-03-02,DM-05-04-03-02,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-05-04-04-01,DM-05-04-04-01,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-05-04-05-01,DM-05-04-05-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-05-04-06-01,DM-05-04-06-01,RESIDENTIAL,PVC,1.15,02:15,04:15,0.5,4,8,2.0,0.25,True,5000
DM-05-04-06-02,DM-05-04-06-02,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
DM-05-04-06-03,DM-05-04-06-03,RESIDENTIAL,PVC,1.15,02:00,04:00,0.5,4,8,2.0,0.25,True,5000
DM-05-04-06-04,DM-05-04-06-04,RESIDENTIAL,PVC,1.15,23:30,01:30,0.5,4,8,2.0,0.25,True,5000
DM-05-04-07-01,DM-05-04-07-01,RESIDENTIAL,PVC,1.15,00:00,02:00,0.5,4,8,2.0,0.25,True,5000
DM-05-04-07-02,DM-05-04-07-02,RESIDENTIAL,PVC,1.15,01:45,03:45,0.5,4,8,2.0,0.25,True,5000
